"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164297_109944661_GEODES058","Ga0164297_10994466","NO CLASSIFICATION MH","Rubrerythrin",8,26834.5363382376,"Unclassified"
"Ga0164297_109946311_GEODES058","Ga0164297_10994631","NO CLASSIFICATION MH","aspartate aminotransferase",1,37116.0017432023,"Unclassified"
"Ga0164297_109946602_GEODES058","Ga0164297_10994660","None","hypothetical protein",2,78991.2052634752,"Unclassified"
"Ga0164297_109950131_GEODES058","Ga0164297_10995013","NO CLASSIFICATION MH","hypothetical protein",3,189253.479580623,"Unclassified"
"Ga0164297_109958641_GEODES058","Ga0164297_10995864","None","hypothetical protein",14,34871.4576574339,"Unclassified"
"Ga0164297_109967331_GEODES058","Ga0164297_10996733","None","hypothetical protein",1,45436.1143053315,"Unclassified"
"Ga0164297_109982081_GEODES058","Ga0164297_10998208","None","hypothetical protein",1,16164.8405108993,"Unclassified"
"Ga0164297_109984201_GEODES058","Ga0164297_10998420","None","hypothetical protein",5,24977.273606307,"Unclassified"
"Ga0164297_109984611_GEODES058","Ga0164297_10998461","None","hypothetical protein",3,49567.4816312954,"Unclassified"
"Ga0164297_109991981_GEODES058","Ga0164297_10999198","None","hypothetical protein",1,17540.9320782796,"Unclassified"
"Ga0164297_109995021_GEODES058","Ga0164297_10999502","NO CLASSIFICATION MH","tRNA(Ile)-lysidine synthase",5,7781.1723791335,"Unclassified"
"Ga0164297_109999021_GEODES058","Ga0164297_10999902","None","hypothetical protein",6,31868.4016227076,"Unclassified"
"Ga0164297_110000391_GEODES058","Ga0164297_11000039","NO CLASSIFICATION MH","cytochrome c oxidase subunit 1",3,33289.6896987257,"Unclassified"
"Ga0164297_110005651_GEODES058","Ga0164297_11000565","None","hypothetical protein",5,11213.6654000876,"Unclassified"
"Ga0164297_110012361_GEODES058","Ga0164297_11001236","None","hypothetical protein",1,13987.5828214747,"Unclassified"
"Ga0164297_110016381_GEODES058","Ga0164297_11001638","None","hypothetical protein",2,191934.277836615,"Unclassified"
"Ga0164297_110022031_GEODES058","Ga0164297_11002203","NO CLASSIFICATION MH","coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase",9,58518.8982923934,"Unclassified"
"Ga0164297_110031791_GEODES058","Ga0164297_11003179","None","hypothetical protein",6,11119.6729116356,"Unclassified"
"Ga0164297_110035521_GEODES058","Ga0164297_11003552","NO CLASSIFICATION MH","small subunit ribosomal protein S12e",7,259728.44024661,"Unclassified"
"Ga0164297_110035641_GEODES058","Ga0164297_11003564","None","hypothetical protein",2,20789.2467995715,"Unclassified"
"Ga0164297_110036051_GEODES058","Ga0164297_11003605","NO CLASSIFICATION MH","ribonucleoside-diphosphate reductase beta chain",2,102590.900942233,"Unclassified"
"Ga0164297_110043431_GEODES058","Ga0164297_11004343","None","hypothetical protein",14,11603.5012214897,"Unclassified"
"Ga0164297_110044201_GEODES058","Ga0164297_11004420","NO CLASSIFICATION MH","hypothetical protein",4,18503.7817414346,"Unclassified"
"Ga0164297_110056381_GEODES058","Ga0164297_11005638","None","hypothetical protein",4,6655.27007747925,"Unclassified"
"Ga0164297_110067751_GEODES058","Ga0164297_11006775","None","hypothetical protein",5,57061.0125029105,"Unclassified"
"Ga0164297_110077541_GEODES058","Ga0164297_11007754","NO CLASSIFICATION MH","photosystem II CP47 chlorophyll apoprotein",2,138389.233322318,"Unclassified"
"Ga0164297_110084191_GEODES058","Ga0164297_11008419","None","hypothetical protein",1,20112.9797124413,"Unclassified"
"Ga0164297_110091401_GEODES058","Ga0164297_11009140","None","hypothetical protein",2,31578.8529819971,"Unclassified"
"Ga0164297_110096671_GEODES058","Ga0164297_11009667","NO CLASSIFICATION MH","hypothetical protein",2,607226.298038587,"Unclassified"
"Ga0164297_110104081_GEODES058","Ga0164297_11010408","NO CLASSIFICATION MH","isoleucyl-tRNA synthetase",1,8514.82369640787,"Unclassified"
"Ga0164297_110107551_GEODES058","Ga0164297_11010755","NO CLASSIFICATION MH","N-acetylneuraminate synthase",1,1286206.49657106,"Unclassified"
"Ga0164297_110108001_GEODES058","Ga0164297_11010800","NO CLASSIFICATION MH","hypothetical protein",21,39296.3087997983,"Unclassified"
"Ga0164297_110118071_GEODES058","Ga0164297_11011807","NO CLASSIFICATION MH","Enoyl-CoA hydratase/carnithine racemase",1,17806.1856626773,"Unclassified"
"Ga0164297_110120551_GEODES058","Ga0164297_11012055","None","hypothetical protein",1,28795.8926327752,"Unclassified"
"Ga0164297_110126071_GEODES058","Ga0164297_11012607","None","hypothetical protein",15,9943.09155642508,"Unclassified"
"Ga0164297_110130321_GEODES058","Ga0164297_11013032","NO CLASSIFICATION MH","large subunit ribosomal protein L15",3,139742.575105495,"Unclassified"
"Ga0164297_110130981_GEODES058","Ga0164297_11013098","None","hypothetical protein",11,549339.467135803,"Unclassified"
"Ga0164297_110137052_GEODES058","Ga0164297_11013705","None","hypothetical protein",6,23107.8237920913,"Unclassified"
"Ga0164297_110139501_GEODES058","Ga0164297_11013950","NO CLASSIFICATION MH","type I restriction enzyme M protein",5,11324.9682263612,"Unclassified"
"Ga0164297_110140151_GEODES058","Ga0164297_11014015","None","hypothetical protein",4,110307.135638585,"Unclassified"
"Ga0164297_110147091_GEODES058","Ga0164297_11014709","NO CLASSIFICATION MH","Uncharacterized conserved protein GlcG, DUF336 family",0,18222.0241361722,"Unclassified"
"Ga0164297_110148301_GEODES058","Ga0164297_11014830","None","hypothetical protein",2,87517.0368933063,"Unclassified"
"Ga0164297_110159421_GEODES058","Ga0164297_11015942","None","hypothetical protein",1,113113.913951898,"Unclassified"
"Ga0164297_110166701_GEODES058","Ga0164297_11016670","None","hypothetical protein",7,8621.56149739509,"Unclassified"
"Ga0164297_110175671_GEODES058","Ga0164297_11017567","NO CLASSIFICATION MH","polyribonucleotide nucleotidyltransferase",8,39701.410332652,"Unclassified"
"Ga0164297_110176291_GEODES058","Ga0164297_11017629","None","hypothetical protein",5,9622.37524097973,"Unclassified"
"Ga0164297_110180081_GEODES058","Ga0164297_11018008","NO CLASSIFICATION MH","LAO/AO transport system kinase",1,13281.9561623359,"Unclassified"
"Ga0164297_110186751_GEODES058","Ga0164297_11018675","None","hypothetical protein",1,256643.163965084,"Unclassified"
"Ga0164297_110188481_GEODES058","Ga0164297_11018848","None","hypothetical protein",10,150249.534239576,"Unclassified"
"Ga0164297_110192361_GEODES058","Ga0164297_11019236","NO CLASSIFICATION MH","large subunit ribosomal protein L17",1,21021.1882547245,"Unclassified"
"Ga0164297_110199311_GEODES058","Ga0164297_11019931","None","hypothetical protein",1,36871.0236787514,"Unclassified"
"Ga0164297_110211321_GEODES058","Ga0164297_11021132","NO CLASSIFICATION MH","hypothetical protein",12,25207.7342769986,"Unclassified"
"Ga0164297_110213531_GEODES058","Ga0164297_11021353","None","hypothetical protein",11,15601.8804285297,"Unclassified"
"Ga0164297_110224631_GEODES058","Ga0164297_11022463","NO CLASSIFICATION MH","hypothetical protein",2,288280.38471446,"Unclassified"
"Ga0164297_110237932_GEODES058","Ga0164297_11023793","NO CLASSIFICATION MH","ubiquinol-cytochrome c reductase cytochrome b subunit",3,186016.16022224,"Unclassified"
"Ga0164297_110243771_GEODES058","Ga0164297_11024377","None","hypothetical protein",11,137582.575386701,"Unclassified"
"Ga0164297_110250291_GEODES058","Ga0164297_11025029","None","hypothetical protein",0,125793.954316129,"Unclassified"
"Ga0164297_110256221_GEODES058","Ga0164297_11025622","NO CLASSIFICATION MH","Transposase and inactivated derivatives, IS30 family",3,91696.3894734562,"Unclassified"
"Ga0164297_110256731_GEODES058","Ga0164297_11025673","None","hypothetical protein",2,42861.8156491707,"Unclassified"
"Ga0164297_110269841_GEODES058","Ga0164297_11026984","None","hypothetical protein",3,25416.7064567525,"Unclassified"
"Ga0164297_110270961_GEODES058","Ga0164297_11027096","NO CLASSIFICATION MH","Predicted transcriptional regulator, ArsR family",6,78582.1176604379,"Unclassified"
"Ga0164297_110290251_GEODES058","Ga0164297_11029025","None","hypothetical protein",1,84742072.8828803,"Unclassified"
"Ga0164297_110292331_GEODES058","Ga0164297_11029233","None","hypothetical protein",22,39939.4782848193,"Unclassified"
"Ga0164297_110294861_GEODES058","Ga0164297_11029486","NO CLASSIFICATION MH","coenzyme F420 hydrogenase subunit beta",4,50123.8415467308,"Unclassified"
"Ga0164297_110298161_GEODES058","Ga0164297_11029816","NO CLASSIFICATION MH","succinyl-CoA synthetase beta subunit",24,61660.5246944996,"Unclassified"
"Ga0164297_110299431_GEODES058","Ga0164297_11029943","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta'",2,333402.573761686,"Unclassified"
"Ga0164297_110310101_GEODES058","Ga0164297_11031010","NO CLASSIFICATION MH","peptidylprolyl isomerase",2,166387.404442095,"Unclassified"
"Ga0164297_110314351_GEODES058","Ga0164297_11031435","NO CLASSIFICATION MH","hypothetical protein",9,10989.260543539,"Unclassified"
"Ga0164297_110321841_GEODES058","Ga0164297_11032184","NO CLASSIFICATION MH","ribonucleoside-diphosphate reductase alpha chain",1,76248.7269656185,"Unclassified"
"Ga0164297_110323371_GEODES058","Ga0164297_11032337","NO CLASSIFICATION MH","Collagen triple helix repeat-containing protein",5,12632.0193232226,"Unclassified"
"Ga0164297_110339321_GEODES058","Ga0164297_11033932","None","hypothetical protein",20,15145.7051474415,"Unclassified"
"Ga0164297_110343471_GEODES058","Ga0164297_11034347","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit beta",5,3161109.95528487,"Unclassified"
"Ga0164297_110344391_GEODES058","Ga0164297_11034439","None","hypothetical protein",13,15666.7741482973,"Unclassified"
"Ga0164297_110350461_GEODES058","Ga0164297_11035046","None","hypothetical protein",3,198377.383125587,"Unclassified"
"Ga0164297_110355602_GEODES058","Ga0164297_11035560","None","hypothetical protein",3,660962.527954679,"Unclassified"
"Ga0164297_110356221_GEODES058","Ga0164297_11035622","NO CLASSIFICATION MH","hypothetical protein",3,35038.3259601747,"Unclassified"
"Ga0164297_110366161_GEODES058","Ga0164297_11036616","NO CLASSIFICATION MH","colicin import membrane protein",16,9424.92054719038,"Unclassified"
"Ga0164297_110367841_GEODES058","Ga0164297_11036784","None","hypothetical protein",11,119973.987510612,"Unclassified"
"Ga0164297_110374701_GEODES058","Ga0164297_11037470","NO CLASSIFICATION MH","hypothetical protein",5,59217.4169093862,"Unclassified"
"Ga0164297_110374961_GEODES058","Ga0164297_11037496","None","hypothetical protein",2,98890.1728118554,"Unclassified"
"Ga0164297_110379081_GEODES058","Ga0164297_11037908","None","hypothetical protein",12,9685.84155144803,"Unclassified"
"Ga0164297_110380441_GEODES058","Ga0164297_11038044","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit alpha",5,4942594.15336669,"Unclassified"
"Ga0164297_110385331_GEODES058","Ga0164297_11038533","None","hypothetical protein",18,497614.061033031,"Unclassified"
"Ga0164297_110389211_GEODES058","Ga0164297_11038921","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit alpha",2,309879.954979414,"Unclassified"
"Ga0164297_110390141_GEODES058","Ga0164297_11039014","None","hypothetical protein",15,15915.436866136,"Unclassified"
"Ga0164297_110404031_GEODES058","Ga0164297_11040403","None","hypothetical protein",7,214469.439828681,"Unclassified"
"Ga0164297_110406561_GEODES058","Ga0164297_11040656","None","hypothetical protein",5,262059.294544434,"Unclassified"
"Ga0164297_110416971_GEODES058","Ga0164297_11041697","NO CLASSIFICATION MH","bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase",11,24334.8016969821,"Unclassified"
"Ga0164297_110422031_GEODES058","Ga0164297_11042203","NO CLASSIFICATION MH","hypothetical protein",5,183773.188413963,"Unclassified"
"Ga0164297_110425801_GEODES058","Ga0164297_11042580","None","hypothetical protein",16,10103.627987341,"Unclassified"
"Ga0164297_110428541_GEODES058","Ga0164297_11042854","NO CLASSIFICATION MH","repeat domain (List_Bact_rpt)",15,20954.3442594285,"Unclassified"
"Ga0164297_110441111_GEODES058","Ga0164297_11044111","None","hypothetical protein",11,62934.3695647755,"Unclassified"
"Ga0164297_110444941_GEODES058","Ga0164297_11044494","None","hypothetical protein",5,25832.3707116325,"Unclassified"
"Ga0164297_110448261_GEODES058","Ga0164297_11044826","None","hypothetical protein",2,220362.401768204,"Unclassified"
"Ga0164297_110454091_GEODES058","Ga0164297_11045409","NO CLASSIFICATION MH","hypothetical protein",7,8656.11771367179,"Unclassified"
"Ga0164297_110459301_GEODES058","Ga0164297_11045930","None","hypothetical protein",6,28719.4820000268,"Unclassified"
"Ga0164297_110466311_GEODES058","Ga0164297_11046631","NO CLASSIFICATION MH","holliday junction DNA helicase RuvB",16,8944.23406777394,"Unclassified"
"Ga0164297_110466581_GEODES058","Ga0164297_11046658","None","hypothetical protein",1,21274.7402451106,"Unclassified"
"Ga0164297_110468981_GEODES058","Ga0164297_11046898","NO CLASSIFICATION MH","hypothetical protein",2,20514.3562104522,"Unclassified"
"Ga0164297_110469651_GEODES058","Ga0164297_11046965","None","hypothetical protein",12,77546.2857409617,"Unclassified"
"Ga0164297_110471771_GEODES058","Ga0164297_11047177","NO CLASSIFICATION MH","alanine racemase",3,45053.4434667867,"Unclassified"
"Ga0164297_110475201_GEODES058","Ga0164297_11047520","NO CLASSIFICATION MH","dihydroorotate dehydrogenase (NAD+) catalytic subunit",2,52681.6320867365,"Unclassified"
"Ga0164297_110475991_GEODES058","Ga0164297_11047599","None","hypothetical protein",10,24624.7112293608,"Unclassified"
"Ga0164297_110477541_GEODES058","Ga0164297_11047754","NO CLASSIFICATION MH","hypothetical protein",14,63294.5328906246,"Unclassified"
"Ga0164297_110479671_GEODES058","Ga0164297_11047967","None","Holliday junction resolvase",8,19705.0345479549,"Unclassified"
"Ga0164297_110480951_GEODES058","Ga0164297_11048095","NO CLASSIFICATION MH","adenosine kinase",20,40562.3659476278,"Unclassified"
"Ga0164297_110482101_GEODES058","Ga0164297_11048210","None","hypothetical protein",0,75425.9452200168,"Unclassified"
"Ga0164297_110485781_GEODES058","Ga0164297_11048578","NO CLASSIFICATION MH","DNA-binding beta-propeller fold protein YncE",4,13154.6861548963,"Unclassified"
"Ga0164297_110487891_GEODES058","Ga0164297_11048789","NO CLASSIFICATION MH","hypothetical protein",12,14008.7098760158,"Unclassified"
"Ga0164297_110500341_GEODES058","Ga0164297_11050034","NO CLASSIFICATION MH","chromosome segregation protein",12,10570.9775022446,"Unclassified"
"Ga0164297_110509111_GEODES058","Ga0164297_11050911","NO CLASSIFICATION MH","Zn-binding Pro-Ala-Ala-Arg (PAAR) domain-containing protein, incolved in TypeVI secretion",13,20193.8437822133,"Unclassified"
"Ga0164297_110515331_GEODES058","Ga0164297_11051533","NO CLASSIFICATION MH","hypothetical protein",6,13599.5538222978,"Unclassified"
"Ga0164297_110516501_GEODES058","Ga0164297_11051650","NO CLASSIFICATION MH","Transposase IS66 family protein",1,15577.7936966239,"Unclassified"
"Ga0164297_110517082_GEODES058","Ga0164297_11051708","NO CLASSIFICATION MH","hypothetical protein",18,18300.9212997992,"Unclassified"
"Ga0164297_110517831_GEODES058","Ga0164297_11051783","NO CLASSIFICATION MH","ribonucleoside-diphosphate reductase alpha chain",2,437930.022380522,"Unclassified"
"Ga0164297_110521081_GEODES058","Ga0164297_11052108","None","hypothetical protein",4,216490.404475138,"Unclassified"
"Ga0164297_110522341_GEODES058","Ga0164297_11052234","NO CLASSIFICATION MH","light-independent protochlorophyllide reductase subunit N",1,43587.4377104555,"Unclassified"
"Ga0164297_110528051_GEODES058","Ga0164297_11052805","None","hypothetical protein",1,128405.152335511,"Unclassified"
"Ga0164297_110529871_GEODES058","Ga0164297_11052987","None","hypothetical protein",10,68138.2197461133,"Unclassified"
"Ga0164297_110537521_GEODES058","Ga0164297_11053752","None","hypothetical protein",2,89039.2633137379,"Unclassified"
"Ga0164297_110538611_GEODES058","Ga0164297_11053861","None","hypothetical protein",2,72576.7240265631,"Unclassified"
"Ga0164297_110564031_GEODES058","Ga0164297_11056403","None","hypothetical protein",3,354481.481991014,"Unclassified"
"Ga0164297_110565271_GEODES058","Ga0164297_11056527","None","hypothetical protein",4,122645.040253988,"Unclassified"
"Ga0164297_110567771_GEODES058","Ga0164297_11056777","None","hypothetical protein",2,491326.952022033,"Unclassified"
"Ga0164297_110569831_GEODES058","Ga0164297_11056983","None","hypothetical protein",1,107769.747368451,"Unclassified"
"Ga0164297_110570751_GEODES058","Ga0164297_11057075","NO CLASSIFICATION MH","thioredoxin 1",3,243224.113181598,"Unclassified"
"Ga0164297_110573571_GEODES058","Ga0164297_11057357","None","hypothetical protein",9,244662.286209835,"Unclassified"
"Ga0164297_110586361_GEODES058","Ga0164297_11058636","NO CLASSIFICATION MH","IS4 transposase",3,42832.6198527111,"Unclassified"
"Ga0164297_110594731_GEODES058","Ga0164297_11059473","None","hypothetical protein",7,30843.9203635355,"Unclassified"
"Ga0164297_110595751_GEODES058","Ga0164297_11059575","None","hypothetical protein",20,34226.0861769219,"Unclassified"
"Ga0164297_110598721_GEODES058","Ga0164297_11059872","None","hypothetical protein",18,7724.72808126135,"Unclassified"
"Ga0164297_110605401_GEODES058","Ga0164297_11060540","None","hypothetical protein",8,41875.5929350885,"Unclassified"
"Ga0164297_110606521_GEODES058","Ga0164297_11060652","NO CLASSIFICATION MH","large subunit ribosomal protein L10",3,238697.550620242,"Unclassified"
"Ga0164297_110608701_GEODES058","Ga0164297_11060870","None","aspartyl protease",13,55779.0250990511,"Unclassified"
"Ga0164297_110612761_GEODES058","Ga0164297_11061276","None","hypothetical protein",2,12525.3448308521,"Unclassified"
"Ga0164297_110615611_GEODES058","Ga0164297_11061561","NO CLASSIFICATION MH","hypothetical protein",4,171618.905397868,"Unclassified"
"Ga0164297_110617571_GEODES058","Ga0164297_11061757","None","hypothetical protein",7,13108.3733611866,"Unclassified"
"Ga0164297_110640781_GEODES058","Ga0164297_11064078","None","hypothetical protein",20,473660.265489128,"Unclassified"
"Ga0164297_110641521_GEODES058","Ga0164297_11064152","None","hypothetical protein",4,419979.931395839,"Unclassified"
"Ga0164297_110642151_GEODES058","Ga0164297_11064215","None","hypothetical protein",1,12487.1191068894,"Unclassified"
"Ga0164297_110643681_GEODES058","Ga0164297_11064368","None","hypothetical protein",22,43338.0818381306,"Unclassified"
"Ga0164297_110646821_GEODES058","Ga0164297_11064682","NO CLASSIFICATION MH","Polyphosphate kinase 2, PPK2 family",3,31026.3267431831,"Unclassified"
"Ga0164297_110656451_GEODES058","Ga0164297_11065645","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta",3,178831.600818087,"Unclassified"
"Ga0164297_110656531_GEODES058","Ga0164297_11065653","None","hypothetical protein",13,41792.7181354961,"Unclassified"
"Ga0164297_110658131_GEODES058","Ga0164297_11065813","NO CLASSIFICATION MH","hypothetical protein",6,21539.8677240904,"Unclassified"
"Ga0164297_110668871_GEODES058","Ga0164297_11066887","None","hypothetical protein",6,22100.9248300646,"Unclassified"
"Ga0164297_110669751_GEODES058","Ga0164297_11066975","NO CLASSIFICATION MH","hypothetical protein",7,66803.2847002777,"Unclassified"
"Ga0164297_110671621_GEODES058","Ga0164297_11067162","NO CLASSIFICATION MH","ParB-like nuclease domain-containing protein",4,16796.9492530419,"Unclassified"
"Ga0164297_110673351_GEODES058","Ga0164297_11067335","None","hypothetical protein",3,889994.658095605,"Unclassified"
"Ga0164297_110673541_GEODES058","Ga0164297_11067354","NO CLASSIFICATION MH","trk system potassium uptake protein TrkA",1,32679.9625881873,"Unclassified"
"Ga0164297_110677261_GEODES058","Ga0164297_11067726","NO CLASSIFICATION MH","putative sigma-54 modulation protein",15,22229.7285595965,"Unclassified"
"Ga0164297_110680741_GEODES058","Ga0164297_11068074","None","hypothetical protein",1,2695194.11181388,"Unclassified"
"Ga0164297_110681781_GEODES058","Ga0164297_11068178","NO CLASSIFICATION MH","fumarate hydratase, class I",5,11406.5629487921,"Unclassified"
"Ga0164297_110682551_GEODES058","Ga0164297_11068255","NO CLASSIFICATION MH","chaperonin GroEL",2,228275.345569659,"Unclassified"
"Ga0164297_110683651_GEODES058","Ga0164297_11068365","None","hypothetical protein",11,143105.915875321,"Unclassified"
"Ga0164297_110693811_GEODES058","Ga0164297_11069381","NO CLASSIFICATION MH","GTP-binding protein",2,60062.3798363137,"Unclassified"
"Ga0164297_110701851_GEODES058","Ga0164297_11070185","None","hypothetical protein",5,55846.4837799796,"Unclassified"
"Ga0164297_110706091_GEODES058","Ga0164297_11070609","None","hypothetical protein",6,49104.8588054566,"Unclassified"
"Ga0164297_110706621_GEODES058","Ga0164297_11070662","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta'",11,23474.8960777335,"Unclassified"
"Ga0164297_110712951_GEODES058","Ga0164297_11071295","NO CLASSIFICATION MH","tRNA-specific 2-thiouridylase",11,11837.6912179041,"Unclassified"
"Ga0164297_110715901_GEODES058","Ga0164297_11071590","None","hypothetical protein",8,69193.2068882291,"Unclassified"
"Ga0164297_110716691_GEODES058","Ga0164297_11071669","NO CLASSIFICATION MH","hypothetical protein",11,339646.742875839,"Unclassified"
"Ga0164297_110723261_GEODES058","Ga0164297_11072326","None","hypothetical protein",1,25208.34833833,"Unclassified"
"Ga0164297_110730951_GEODES058","Ga0164297_11073095","NO CLASSIFICATION MH","CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase",3,165267.262608522,"Unclassified"
"Ga0164297_110738831_GEODES058","Ga0164297_11073883","NO CLASSIFICATION MH","Tripartite-type tricarboxylate transporter, receptor component TctC",12,122436.422212744,"Unclassified"
"Ga0164297_110741341_GEODES058","Ga0164297_11074134","None","hypothetical protein",11,171045.776889381,"Unclassified"
"Ga0164297_110750151_GEODES058","Ga0164297_11075015","NO CLASSIFICATION MH","Large terminase phage packaging protein",5,43943.6301041911,"Unclassified"
"Ga0164297_110750491_GEODES058","Ga0164297_11075049","None","hypothetical protein",4,56022.0746738963,"Unclassified"
"Ga0164297_110754751_GEODES058","Ga0164297_11075475","None","hypothetical protein",7,80796.377146894,"Unclassified"
"Ga0164297_110755361_GEODES058","Ga0164297_11075536","NO CLASSIFICATION MH","hypothetical protein",2,426959.733562456,"Unclassified"
"Ga0164297_110756271_GEODES058","Ga0164297_11075627","None","hypothetical protein",1,56738.0129931512,"Unclassified"
"Ga0164297_110758881_GEODES058","Ga0164297_11075888","NO CLASSIFICATION MH","hypothetical protein",9,12325.1724418161,"Unclassified"
"Ga0164297_110764081_GEODES058","Ga0164297_11076408","NO CLASSIFICATION MH","basic membrane protein A",20,169419.694809012,"Unclassified"
"Ga0164297_110765941_GEODES058","Ga0164297_11076594","NO CLASSIFICATION MH","Predicted metal-dependent enzyme of the double-stranded beta helix superfamily",3,44386.8962864729,"Unclassified"
"Ga0164297_110783701_GEODES058","Ga0164297_11078370","None","hypothetical protein",3,215377.062563144,"Unclassified"
"Ga0164297_110791031_GEODES058","Ga0164297_11079103","None","hypothetical protein",8,7817.6899234371,"Unclassified"
"Ga0164297_110791861_GEODES058","Ga0164297_11079186","NO CLASSIFICATION MH","IS66 Orf2 like protein",10,140790.157173395,"Unclassified"
"Ga0164297_110791881_GEODES058","Ga0164297_11079188","None","hypothetical protein",1,8511.74072686038,"Unclassified"
"Ga0164297_110796751_GEODES058","Ga0164297_11079675","None","hypothetical protein",2,389738.945792057,"Unclassified"
"Ga0164297_110801791_GEODES058","Ga0164297_11080179","None","hypothetical protein",2,120564.295032243,"Unclassified"
"Ga0164297_110820421_GEODES058","Ga0164297_11082042","None","hypothetical protein",1,120342.694027539,"Unclassified"
"Ga0164297_110838311_GEODES058","Ga0164297_11083831","None","hypothetical protein",5,97054.4003805652,"Unclassified"
"Ga0164297_110839931_GEODES058","Ga0164297_11083993","None","hypothetical protein",6,9151.07527935346,"Unclassified"
"Ga0164297_110847681_GEODES058","Ga0164297_11084768","None","hypothetical protein",4,123913.68529172,"Unclassified"
"Ga0164297_110851371_GEODES058","Ga0164297_11085137","NO CLASSIFICATION MH","Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains",3,284142.965333458,"Unclassified"
"Ga0164297_110860341_GEODES058","Ga0164297_11086034","NO CLASSIFICATION MH","Collagen triple helix repeat-containing protein",13,27732.3266199922,"Unclassified"
"Ga0164297_110865181_GEODES058","Ga0164297_11086518","None","hypothetical protein",12,98031.0480761167,"Unclassified"
"Ga0164297_110865271_GEODES058","Ga0164297_11086527","NO CLASSIFICATION MH","hypothetical protein",6,12086.0311580474,"Unclassified"
"Ga0164297_110870411_GEODES058","Ga0164297_11087041","NO CLASSIFICATION MH","small subunit ribosomal protein S21",2,809141.683718515,"Unclassified"
"Ga0164297_110873381_GEODES058","Ga0164297_11087338","None","hypothetical protein",16,59314.0764703417,"Unclassified"
"Ga0164297_110878231_GEODES058","Ga0164297_11087823","NO CLASSIFICATION MH","penicillin-binding protein 2",17,12971.0418070971,"Unclassified"
"Ga0164297_110896291_GEODES058","Ga0164297_11089629","None","hypothetical protein",1,114767.185747028,"Unclassified"
"Ga0164297_110897761_GEODES058","Ga0164297_11089776","None","hypothetical protein",1,30641.9795717214,"Unclassified"
"Ga0164297_110898531_GEODES058","Ga0164297_11089853","None","hypothetical protein",1,192591.417266061,"Unclassified"
"Ga0164297_110900681_GEODES058","Ga0164297_11090068","NO CLASSIFICATION MH","outer membrane protein",3,92182.7486078006,"Unclassified"
"Ga0164297_110912031_GEODES058","Ga0164297_11091203","None","hypothetical protein",8,24547.7837448152,"Unclassified"
"Ga0164297_110917271_GEODES058","Ga0164297_11091727","None","Protein of unknown function (DUF1601)/Protein of unknown function (DUF1601)",7,113738.781687239,"Unclassified"
"Ga0164297_110917761_GEODES058","Ga0164297_11091776","None","hypothetical protein",1,841731.851949106,"Unclassified"
"Ga0164297_110923371_GEODES058","Ga0164297_11092337","None","hypothetical protein",12,27036.6009835472,"Unclassified"
"Ga0164297_110926321_GEODES058","Ga0164297_11092632","NO CLASSIFICATION MH","hypothetical protein",8,5796.30172376262,"Unclassified"
"Ga0164297_110936501_GEODES058","Ga0164297_11093650","None","hypothetical protein",1,70990.7181330009,"Unclassified"
"Ga0164297_110946211_GEODES058","Ga0164297_11094621","None","hypothetical protein",2,363417.818989032,"Unclassified"
"Ga0164297_110946401_GEODES058","Ga0164297_11094640","NO CLASSIFICATION MH","hypothetical protein",5,219038.860530129,"Unclassified"
"Ga0164297_110951831_GEODES058","Ga0164297_11095183","None","hypothetical protein",12,15350.604788221,"Unclassified"
"Ga0164297_110973131_GEODES058","Ga0164297_11097313","NO CLASSIFICATION MH","hypothetical protein",1,23053.615279688,"Unclassified"
"Ga0164297_110979361_GEODES058","Ga0164297_11097936","None","hypothetical protein",10,20695.9873852322,"Unclassified"
"Ga0164297_110987041_GEODES058","Ga0164297_11098704","None","hypothetical protein",5,11700.6824182799,"Unclassified"
"Ga0164297_110987921_GEODES058","Ga0164297_11098792","None","hypothetical protein",12,173160.325189339,"Unclassified"
"Ga0164297_110990551_GEODES058","Ga0164297_11099055","None","hypothetical protein",7,89303.0726186542,"Unclassified"
"Ga0164297_110993831_GEODES058","Ga0164297_11099383","None","hypothetical protein",2,40002.7859375681,"Unclassified"
"Ga0164297_111002751_GEODES058","Ga0164297_11100275","NO CLASSIFICATION MH","iron/zinc/copper transport system ATP-binding protein",8,15123.0322501574,"Unclassified"
"Ga0164297_111022981_GEODES058","Ga0164297_11102298","NO CLASSIFICATION MH","hypothetical protein",5,13654.5728510193,"Unclassified"
"Ga0164297_111025551_GEODES058","Ga0164297_11102555","NO CLASSIFICATION MH","nucleolin",4,38164.2100108943,"Unclassified"
