"Gene","Genome","Taxonomy","Product","Cluster","Totals","Phylum"
"Ga0164295_124409451_GEODES006","Ga0164295_12440945","NO CLASSIFICATION MH","N-acetyl-gamma-glutamyl-phosphate reductase",5,17273.0850501282,"Unclassified"
"Ga0164295_124412791_GEODES006","Ga0164295_12441279","None","hypothetical protein",1,62091.5060516061,"Unclassified"
"Ga0164295_124435561_GEODES006","Ga0164295_12443556","NO CLASSIFICATION MH","cathepsin B",35,13836.1716976657,"Unclassified"
"Ga0164295_124444511_GEODES006","Ga0164295_12444451","NO CLASSIFICATION MH","hypothetical protein",1,71804.0605038081,"Unclassified"
"Ga0164295_124452541_GEODES006","Ga0164295_12445254","None","hypothetical protein",6,16573.119975586,"Unclassified"
"Ga0164295_124466921_GEODES006","Ga0164295_12446692","NO CLASSIFICATION MH","signal recognition particle subunit SRP54",10,16355.6101386633,"Unclassified"
"Ga0164295_124530181_GEODES006","Ga0164295_12453018","None","hypothetical protein",27,46524.2060356693,"Unclassified"
"Ga0164295_124569401_GEODES006","Ga0164295_12456940","None","hypothetical protein",18,28287.5144090884,"Unclassified"
"Ga0164295_124574971_GEODES006","Ga0164295_12457497","NO CLASSIFICATION MH","magnesium chelatase subunit D",4,12166.7888902502,"Unclassified"
"Ga0164295_124612131_GEODES006","Ga0164295_12461213","None","hypothetical protein",18,11990.9142029074,"Unclassified"
"Ga0164295_124648001_GEODES006","Ga0164295_12464800","None","hypothetical protein",24,48386.7227034591,"Unclassified"
"Ga0164295_124669651_GEODES006","Ga0164295_12466965","None","hypothetical protein",6,73902.3002744472,"Unclassified"
"Ga0164295_124677501_GEODES006","Ga0164295_12467750","NO CLASSIFICATION MH","GCC2 and GCC3 domain-containing protein",15,40035.0403160126,"Unclassified"
"Ga0164295_124684401_GEODES006","Ga0164295_12468440","NO CLASSIFICATION MH","chlorophyllide a reductase subunit X",4,25546.7160332347,"Unclassified"
"Ga0164295_124691271_GEODES006","Ga0164295_12469127","NO CLASSIFICATION MH","Uncharacterized conserved protein, DUF885 familyt",10,45506.0744639844,"Unclassified"
"Ga0164295_124692101_GEODES006","Ga0164295_12469210","NO CLASSIFICATION MH","hypothetical protein",7,55082.3311035928,"Unclassified"
"Ga0164295_124716241_GEODES006","Ga0164295_12471624","NO CLASSIFICATION MH","hypothetical protein",41,13855.8972671118,"Unclassified"
"Ga0164295_124739991_GEODES006","Ga0164295_12473999","None","hypothetical protein",30,11965.3394133491,"Unclassified"
"Ga0164295_124753101_GEODES006","Ga0164295_12475310","None","hypothetical protein",14,39665.6521963119,"Unclassified"
"Ga0164295_124797711_GEODES006","Ga0164295_12479771","NO CLASSIFICATION MH","dynein heavy chain",3,231492.763802367,"Unclassified"
"Ga0164295_124807781_GEODES006","Ga0164295_12480778","None","hypothetical protein",1,13440.1805461353,"Unclassified"
"Ga0164295_124808011_GEODES006","Ga0164295_12480801","None","hypothetical protein",3,14669.4622427098,"Unclassified"
"Ga0164295_124827201_GEODES006","Ga0164295_12482720","None","hypothetical protein",11,66999.4121350033,"Unclassified"
"Ga0164295_124842461_GEODES006","Ga0164295_12484246","None","hypothetical protein",7,22217.9409925469,"Unclassified"
"Ga0164295_124844781_GEODES006","Ga0164295_12484478","None","hypothetical protein",4,120885.267519318,"Unclassified"
"Ga0164295_124862911_GEODES006","Ga0164295_12486291","NO CLASSIFICATION MH","deoxyribodipyrimidine photo-lyase",10,195982.243732893,"Unclassified"
"Ga0164295_124882861_GEODES006","Ga0164295_12488286","None","hypothetical protein",5,13865.1089677538,"Unclassified"
"Ga0164295_124883551_GEODES006","Ga0164295_12488355","None","hypothetical protein",0,40456.4365091952,"Unclassified"
"Ga0164295_124886241_GEODES006","Ga0164295_12488624","NO CLASSIFICATION MH","hypothetical protein",9,50693.6090470215,"Unclassified"
"Ga0164295_124896971_GEODES006","Ga0164295_12489697","NO CLASSIFICATION MH","translation initiation factor IF-2",1,121268.138854876,"Unclassified"
"Ga0164295_124915261_GEODES006","Ga0164295_12491526","NO CLASSIFICATION MH","mitogen-activated protein kinase kinase 4",11,14140.0167971998,"Unclassified"
"Ga0164295_124916261_GEODES006","Ga0164295_12491626","NO CLASSIFICATION MH","hypothetical protein",26,13622.3494099241,"Unclassified"
"Ga0164295_124924081_GEODES006","Ga0164295_12492408","NO CLASSIFICATION MH","cytochrome c oxidase subunit 2",1,34599.4620248951,"Unclassified"
"Ga0164295_124931101_GEODES006","Ga0164295_12493110","NO CLASSIFICATION MH","protein of unknown function (DUF1080)",4,15408.0356936637,"Unclassified"
"Ga0164295_124931721_GEODES006","Ga0164295_12493172","NO CLASSIFICATION MH","polar amino acid transport system substrate-binding protein",29,433011.484873327,"Unclassified"
"Ga0164295_124934991_GEODES006","Ga0164295_12493499","NO CLASSIFICATION MH","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A",14,25709.0858518243,"Unclassified"
"Ga0164295_124942321_GEODES006","Ga0164295_12494232","NO CLASSIFICATION MH","Outer membrane protein (porin)",1,490541.724685658,"Unclassified"
"Ga0164295_124944471_GEODES006","Ga0164295_12494447","None","hypothetical protein",21,14300.089874581,"Unclassified"
"Ga0164295_124956641_GEODES006","Ga0164295_12495664","NO CLASSIFICATION MH","hypothetical protein",17,38218.5036841744,"Unclassified"
"Ga0164295_124958351_GEODES006","Ga0164295_12495835","None","hypothetical protein",6,17704.9781574328,"Unclassified"
"Ga0164295_124974621_GEODES006","Ga0164295_12497462","NO CLASSIFICATION MH","hypothetical protein",2,202131.847754985,"Unclassified"
"Ga0164295_124986241_GEODES006","Ga0164295_12498624","None","hypothetical protein",11,82364.339072071,"Unclassified"
"Ga0164295_124989351_GEODES006","Ga0164295_12498935","NO CLASSIFICATION MH","NADH-quinone oxidoreductase subunit A",17,13519.8223620162,"Unclassified"
"Ga0164295_124996161_GEODES006","Ga0164295_12499616","NO CLASSIFICATION MH","chlorophyllide a reductase subunit Z",4,70085.6536139111,"Unclassified"
"Ga0164295_125009471_GEODES006","Ga0164295_12500947","None","IPT/TIG domain-containing protein",26,27891.7279166182,"Unclassified"
"Ga0164295_125033221_GEODES006","Ga0164295_12503322","NO CLASSIFICATION MH","3-phosphoshikimate 1-carboxyvinyltransferase",5,25138.0189550243,"Unclassified"
"Ga0164295_125042751_GEODES006","Ga0164295_12504275","NO CLASSIFICATION MH","valyl-tRNA synthetase",5,19442.0018095807,"Unclassified"
"Ga0164295_125055901_GEODES006","Ga0164295_12505590","NO CLASSIFICATION MH","ATP-dependent RNA helicase UAP56/SUB2",4,32237.5289723471,"Unclassified"
"Ga0164295_125073851_GEODES006","Ga0164295_12507385","NO CLASSIFICATION MH","hypothetical protein",2,193116.75021117,"Unclassified"
"Ga0164295_125091581_GEODES006","Ga0164295_12509158","NO CLASSIFICATION MH","ribose transport system substrate-binding protein",24,36908.6784895394,"Unclassified"
"Ga0164295_125100841_GEODES006","Ga0164295_12510084","NO CLASSIFICATION MH","Glutathione S-transferase",15,33921.3522241961,"Unclassified"
"Ga0164295_125102321_GEODES006","Ga0164295_12510232","NO CLASSIFICATION MH","polar amino acid transport system substrate-binding protein",7,14594.3718284068,"Unclassified"
"Ga0164295_125119542_GEODES006","Ga0164295_12511954","None","hypothetical protein",2,975771.251682265,"Unclassified"
"Ga0164295_125119712_GEODES006","Ga0164295_12511971","None","hypothetical protein",32,29887.440794902,"Unclassified"
"Ga0164295_125128151_GEODES006","Ga0164295_12512815","NO CLASSIFICATION MH","Uncharacterized conserved protein HemY, contains two TPR repeats",12,13002.7571779141,"Unclassified"
"Ga0164295_125142392_GEODES006","Ga0164295_12514239","NO CLASSIFICATION MH","phosphoglycerate kinase",10,58951.2146804317,"Unclassified"
"Ga0164295_125160611_GEODES006","Ga0164295_12516061","NO CLASSIFICATION MH","two-component system, chemotaxis family, response regulator CheB",11,44043.352943752,"Unclassified"
"Ga0164295_125180971_GEODES006","Ga0164295_12518097","NO CLASSIFICATION MH","3-oxoacyl-[acyl-carrier-protein] synthase II",1,54198.382985401,"Unclassified"
"Ga0164295_125221241_GEODES006","Ga0164295_12522124","NO CLASSIFICATION MH","glyceraldehyde 3-phosphate dehydrogenase",8,15070.7350613851,"Unclassified"
"Ga0164295_125234361_GEODES006","Ga0164295_12523436","None","hypothetical protein",5,23007.1798443747,"Unclassified"
"Ga0164295_125238571_GEODES006","Ga0164295_12523857","None","hypothetical protein",25,14643.8387604744,"Unclassified"
"Ga0164295_125242251_GEODES006","Ga0164295_12524225","NO CLASSIFICATION MH","pyruvate dehydrogenase E1 component beta subunit",19,19865.8071670994,"Unclassified"
"Ga0164295_125251251_GEODES006","Ga0164295_12525125","NO CLASSIFICATION MH","arginyl-tRNA synthetase",25,33725.1319596825,"Unclassified"
"Ga0164295_125255641_GEODES006","Ga0164295_12525564","NO CLASSIFICATION MH","large subunit ribosomal protein L3",13,14647.4027466082,"Unclassified"
"Ga0164295_125272341_GEODES006","Ga0164295_12527234","None","hypothetical protein",41,16367.7759225183,"Unclassified"
"Ga0164295_125290681_GEODES006","Ga0164295_12529068","None","hypothetical protein",7,19535.2738504362,"Unclassified"
"Ga0164295_125298661_GEODES006","Ga0164295_12529866","NO CLASSIFICATION MH","2-oxoglutarate dehydrogenase E1 component",6,12499.0916272189,"Unclassified"
"Ga0164295_125313742_GEODES006","Ga0164295_12531374","NO CLASSIFICATION MH","photosynthetic reaction center M subunit",15,446621.981490126,"Unclassified"
"Ga0164295_125329481_GEODES006","Ga0164295_12532948","NO CLASSIFICATION MH","Ubiquitin family protein/Ubiquitin family protein",17,114162.156435699,"Unclassified"
"Ga0164295_125336891_GEODES006","Ga0164295_12533689","NO CLASSIFICATION MH","hypothetical protein",6,88605.4074011378,"Unclassified"
"Ga0164295_125344311_GEODES006","Ga0164295_12534431","NO CLASSIFICATION MH","putative drug exporter of the RND superfamily",7,28751.7959855121,"Unclassified"
"Ga0164295_125357421_GEODES006","Ga0164295_12535742","NO CLASSIFICATION MH","fructose-bisphosphate aldolase, class I",3,79165.3627086357,"Unclassified"
"Ga0164295_125372921_GEODES006","Ga0164295_12537292","NO CLASSIFICATION MH","enolase",16,24967.5786603574,"Unclassified"
"Ga0164295_125388131_GEODES006","Ga0164295_12538813","None","hypothetical protein",21,26813.5336280678,"Unclassified"
"Ga0164295_125389041_GEODES006","Ga0164295_12538904","NO CLASSIFICATION MH","hypothetical protein",10,193961.25521219,"Unclassified"
"Ga0164295_125403051_GEODES006","Ga0164295_12540305","NO CLASSIFICATION MH","hypothetical protein",1,32919.1452500934,"Unclassified"
"Ga0164295_125411321_GEODES006","Ga0164295_12541132","None","hypothetical protein",18,17738.1533387392,"Unclassified"
"Ga0164295_125416221_GEODES006","Ga0164295_12541622","None","hypothetical protein",6,21552.1354773241,"Unclassified"
"Ga0164295_125420271_GEODES006","Ga0164295_12542027","NO CLASSIFICATION MH","ABC-2 type transporter",14,13419.2180628789,"Unclassified"
"Ga0164295_125421191_GEODES006","Ga0164295_12542119","None","hypothetical protein",2,158959.011379886,"Unclassified"
"Ga0164295_125422441_GEODES006","Ga0164295_12542244","NO CLASSIFICATION MH","hypothetical protein",1,123816.525087121,"Unclassified"
"Ga0164295_125472781_GEODES006","Ga0164295_12547278","None","hypothetical protein",41,12955.0324068853,"Unclassified"
"Ga0164295_125498131_GEODES006","Ga0164295_12549813","None","hypothetical protein",25,19718.8183738321,"Unclassified"
"Ga0164295_125521971_GEODES006","Ga0164295_12552197","NO CLASSIFICATION MH","H+-transporting ATPase",8,16253.2294010599,"Unclassified"
"Ga0164295_125536571_GEODES006","Ga0164295_12553657","None","hypothetical protein",30,12991.1157700171,"Unclassified"
"Ga0164295_125569151_GEODES006","Ga0164295_12556915","NO CLASSIFICATION MH","hypothetical protein",9,388810.441556769,"Unclassified"
"Ga0164295_125582581_GEODES006","Ga0164295_12558258","None","hypothetical protein",2,43167.3824866657,"Unclassified"
"Ga0164295_125582641_GEODES006","Ga0164295_12558264","NO CLASSIFICATION MH","hypothetical protein",11,15404.0835914658,"Unclassified"
"Ga0164295_125587931_GEODES006","Ga0164295_12558793","None","hypothetical protein",12,77005.1498299227,"Unclassified"
"Ga0164295_125590181_GEODES006","Ga0164295_12559018","NO CLASSIFICATION MH","hypothetical protein",6,552434.872449013,"Unclassified"
"Ga0164295_125600621_GEODES006","Ga0164295_12560062","None","hypothetical protein",21,49751.3034248167,"Unclassified"
"Ga0164295_125605411_GEODES006","Ga0164295_12560541","None","hypothetical protein",7,18881.3988165523,"Unclassified"
"Ga0164295_125609911_GEODES006","Ga0164295_12560991","NO CLASSIFICATION MH","photosynthetic reaction center M subunit",15,404205.743670849,"Unclassified"
"Ga0164295_125610371_GEODES006","Ga0164295_12561037","NO CLASSIFICATION MH","stearoyl-CoA desaturase (delta-9 desaturase)",12,70599.069168524,"Unclassified"
"Ga0164295_125652851_GEODES006","Ga0164295_12565285","NO CLASSIFICATION MH","photosynthetic reaction center H subunit",4,173565.64013774,"Unclassified"
"Ga0164295_125668761_GEODES006","Ga0164295_12566876","NO CLASSIFICATION MH","magnesium transporter",5,16208.9062122371,"Unclassified"
"Ga0164295_125702301_GEODES006","Ga0164295_12570230","None","hypothetical protein",7,28040.3887330871,"Unclassified"
"Ga0164295_125708531_GEODES006","Ga0164295_12570853","None","hypothetical protein",1,23573.9325212476,"Unclassified"
"Ga0164295_125728622_GEODES006","Ga0164295_12572862","NO CLASSIFICATION MH","photosystem II P680 reaction center D2 protein",10,336169.380255805,"Unclassified"
"Ga0164295_125733841_GEODES006","Ga0164295_12573384","None","hypothetical protein",1,91826.4522390247,"Unclassified"
"Ga0164295_125743842_GEODES006","Ga0164295_12574384","None","Tripartite tricarboxylate transporter TctB family protein",18,21796.7576916478,"Unclassified"
"Ga0164295_125752062_GEODES006","Ga0164295_12575206","None","hypothetical protein",10,108567.610625275,"Unclassified"
"Ga0164295_125800021_GEODES006","Ga0164295_12580002","None","Copper type II ascorbate-dependent monooxygenase, C-terminal domain",3,83632.0873863385,"Unclassified"
"Ga0164295_125805622_GEODES006","Ga0164295_12580562","None","hypothetical protein",19,26774.8378489617,"Unclassified"
"Ga0164295_125821841_GEODES006","Ga0164295_12582184","None","hypothetical protein",17,16043.3744313518,"Unclassified"
"Ga0164295_125823491_GEODES006","Ga0164295_12582349","NO CLASSIFICATION MH","RNA polymerase sigma factor for flagellar operon FliA",1,24587.4678790807,"Unclassified"
"Ga0164295_125825051_GEODES006","Ga0164295_12582505","NO CLASSIFICATION MH","outer membrane protein",5,27008.6924565861,"Unclassified"
"Ga0164295_125855821_GEODES006","Ga0164295_12585582","NO CLASSIFICATION MH","lactocepin",2,484368.721405812,"Unclassified"
"Ga0164295_125889091_GEODES006","Ga0164295_12588909","NO CLASSIFICATION MH","flagellar protein FlaG",3,12379.5378972649,"Unclassified"
"Ga0164295_125893421_GEODES006","Ga0164295_12589342","NO CLASSIFICATION MH","cofilin",3,357575.892659233,"Unclassified"
"Ga0164295_125896171_GEODES006","Ga0164295_12589617","NO CLASSIFICATION MH","NagD protein",18,25982.0614068921,"Unclassified"
"Ga0164295_125915001_GEODES006","Ga0164295_12591500","NO CLASSIFICATION MH","Uncharacterized conserved protein YacL, contains PIN and TRAM domains",10,13020.3368578702,"Unclassified"
"Ga0164295_125917621_GEODES006","Ga0164295_12591762","None","hypothetical protein",1,27291.9184991771,"Unclassified"
"Ga0164295_125952821_GEODES006","Ga0164295_12595282","None","hypothetical protein",41,14349.8277975021,"Unclassified"
"Ga0164295_125954521_GEODES006","Ga0164295_12595452","NO CLASSIFICATION MH","Bacteriorhodopsin",1,30690.5845791842,"Unclassified"
"Ga0164295_125961191_GEODES006","Ga0164295_12596119","NO CLASSIFICATION MH","Fur family transcriptional regulator, zinc uptake regulator",5,12812.1355161055,"Unclassified"
"Ga0164295_125972471_GEODES006","Ga0164295_12597247","None","hypothetical protein",20,18382.7935782635,"Unclassified"
"Ga0164295_125984501_GEODES006","Ga0164295_12598450","NO CLASSIFICATION MH","hypothetical protein",1,20436.5108472472,"Unclassified"
"Ga0164295_125994201_GEODES006","Ga0164295_12599420","None","hypothetical protein",14,24914.7009534177,"Unclassified"
"Ga0164295_126014121_GEODES006","Ga0164295_12601412","None","hypothetical protein",11,52147.0759902609,"Unclassified"
"Ga0164295_126017751_GEODES006","Ga0164295_12601775","None","hypothetical protein",21,14407.3691257531,"Unclassified"
"Ga0164295_126034681_GEODES006","Ga0164295_12603468","None","hypothetical protein",19,643071.517517927,"Unclassified"
"Ga0164295_126035501_GEODES006","Ga0164295_12603550","None","hypothetical protein",14,12431.4652944802,"Unclassified"
"Ga0164295_126037081_GEODES006","Ga0164295_12603708","NO CLASSIFICATION MH","hypothetical protein",15,44984.4975713391,"Unclassified"
"Ga0164295_126038961_GEODES006","Ga0164295_12603896","None","Cytochrome c-type biogenesis protein CcmH/NrfG",7,13834.9273694475,"Unclassified"
"Ga0164295_126041252_GEODES006","Ga0164295_12604125","None","hypothetical protein",16,81440.4127227636,"Unclassified"
"Ga0164295_126049051_GEODES006","Ga0164295_12604905","None","hypothetical protein",4,35824.6118667891,"Unclassified"
"Ga0164295_126052581_GEODES006","Ga0164295_12605258","None","hypothetical protein",1,20655.5736378125,"Unclassified"
"Ga0164295_126053311_GEODES006","Ga0164295_12605331","NO CLASSIFICATION MH","small subunit ribosomal protein S7",14,13276.6998127038,"Unclassified"
"Ga0164295_126061741_GEODES006","Ga0164295_12606174","NO CLASSIFICATION MH","NADH-quinone oxidoreductase subunit L",2,61358.6095846499,"Unclassified"
"Ga0164295_126070821_GEODES006","Ga0164295_12607082","None","hypothetical protein",2,277127.441058323,"Unclassified"
"Ga0164295_126098901_GEODES006","Ga0164295_12609890","NO CLASSIFICATION MH","K(+)-stimulated pyrophosphate-energized sodium pump",5,17028.2778835026,"Unclassified"
"Ga0164295_126101031_GEODES006","Ga0164295_12610103","None","hypothetical protein",12,16937.5344576118,"Unclassified"
"Ga0164295_126111191_GEODES006","Ga0164295_12611119","NO CLASSIFICATION MH","fructose transport system substrate-binding protein",11,68281.3004610453,"Unclassified"
"Ga0164295_126113451_GEODES006","Ga0164295_12611345","None","hypothetical protein",7,49896.9873602369,"Unclassified"
"Ga0164295_126128101_GEODES006","Ga0164295_12612810","None","IPT/TIG domain-containing protein",30,14433.3072517859,"Unclassified"
"Ga0164295_126153491_GEODES006","Ga0164295_12615349","None","hypothetical protein",10,52515.0879701728,"Unclassified"
"Ga0164295_126155031_GEODES006","Ga0164295_12615503","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit beta",10,92079.3526486511,"Unclassified"
"Ga0164295_126155211_GEODES006","Ga0164295_12615521","None","hypothetical protein",1,16267.9628299666,"Unclassified"
"Ga0164295_126164821_GEODES006","Ga0164295_12616482","None","hypothetical protein",3,19146.8643298908,"Unclassified"
"Ga0164295_126175862_GEODES006","Ga0164295_12617586","NO CLASSIFICATION MH","hypothetical protein",29,36406.1203143999,"Unclassified"
"Ga0164295_126196841_GEODES006","Ga0164295_12619684","None","hypothetical protein",1,34060.2772520564,"Unclassified"
"Ga0164295_126208331_GEODES006","Ga0164295_12620833","None","hypothetical protein",20,120407.120695662,"Unclassified"
"Ga0164295_126219031_GEODES006","Ga0164295_12621903","None","hypothetical protein",18,12375.0601544375,"Unclassified"
"Ga0164295_126228981_GEODES006","Ga0164295_12622898","None","hypothetical protein",10,14839.461409173,"Unclassified"
"Ga0164295_126241821_GEODES006","Ga0164295_12624182","NO CLASSIFICATION MH","casein kinase II subunit alpha",7,14853.0423967353,"Unclassified"
"Ga0164295_126264471_GEODES006","Ga0164295_12626447","NO CLASSIFICATION MH","Reverse transcriptase (RNA-dependent DNA polymerase)",14,13859.8940876924,"Unclassified"
"Ga0164295_126285461_GEODES006","Ga0164295_12628546","None","hypothetical protein",18,19854.389159858,"Unclassified"
"Ga0164295_126303981_GEODES006","Ga0164295_12630398","None","hypothetical protein",3,47979.9156528555,"Unclassified"
"Ga0164295_126304251_GEODES006","Ga0164295_12630425","None","hypothetical protein",10,84728.50470995,"Unclassified"
"Ga0164295_126304861_GEODES006","Ga0164295_12630486","NO CLASSIFICATION MH","iron complex outermembrane recepter protein",3,181677.273418681,"Unclassified"
"Ga0164295_126358281_GEODES006","Ga0164295_12635828","NO CLASSIFICATION MH","superoxide dismutase, Fe-Mn family",5,16475.9697993633,"Unclassified"
"Ga0164295_126380981_GEODES006","Ga0164295_12638098","NO CLASSIFICATION MH","hypothetical protein",11,96349.892975585,"Unclassified"
"Ga0164295_126384691_GEODES006","Ga0164295_12638469","None","hypothetical protein",15,76399.781903548,"Unclassified"
"Ga0164295_126418791_GEODES006","Ga0164295_12641879","None","hypothetical protein",34,12886.8622455834,"Unclassified"
"Ga0164295_126438181_GEODES006","Ga0164295_12643818","None","hypothetical protein",34,11922.2636350504,"Unclassified"
"Ga0164295_126443031_GEODES006","Ga0164295_12644303","NO CLASSIFICATION MH","DNA-directed RNA polymerase subunit beta",12,20303.6404493161,"Unclassified"
"Ga0164295_126444661_GEODES006","Ga0164295_12644466","None","hypothetical protein",27,21218.4762704651,"Unclassified"
"Ga0164295_126453641_GEODES006","Ga0164295_12645364","NO CLASSIFICATION MH","hypothetical protein",5,12552.1557888651,"Unclassified"
"Ga0164295_126474951_GEODES006","Ga0164295_12647495","NO CLASSIFICATION MH","hypothetical protein",1,109106.491815202,"Unclassified"
"Ga0164295_126524481_GEODES006","Ga0164295_12652448","NO CLASSIFICATION MH","Uncharacterized conserved protein, DUF1800 family",7,15994.5497422198,"Unclassified"
"Ga0164295_126525171_GEODES006","Ga0164295_12652517","None","hypothetical protein",24,20142.0017590825,"Unclassified"
"Ga0164295_126541082_GEODES006","Ga0164295_12654108","NO CLASSIFICATION MH","hypothetical protein",20,48150.0055973984,"Unclassified"
"Ga0164295_126550691_GEODES006","Ga0164295_12655069","None","hypothetical protein",13,35715.8587839507,"Unclassified"
"Ga0164295_126561521_GEODES006","Ga0164295_12656152","None","hypothetical protein",12,30582.0167949539,"Unclassified"
"Ga0164295_126563841_GEODES006","Ga0164295_12656384","None","PA14 domain-containing protein",0,73130.2649708672,"Unclassified"
"Ga0164295_126598041_GEODES006","Ga0164295_12659804","None","hypothetical protein",17,49485.7871443754,"Unclassified"
"Ga0164295_126609841_GEODES006","Ga0164295_12660984","None","hypothetical protein",6,24785.6999182859,"Unclassified"
"Ga0164295_126612101_GEODES006","Ga0164295_12661210","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit c",21,29518.8874266579,"Unclassified"
"Ga0164295_126612331_GEODES006","Ga0164295_12661233","None","hypothetical protein",7,71228.1413808693,"Unclassified"
"Ga0164295_126612791_GEODES006","Ga0164295_12661279","NO CLASSIFICATION MH","dynein heavy chain",24,11707.3405449884,"Unclassified"
"Ga0164295_126647021_GEODES006","Ga0164295_12664702","None","hypothetical protein",18,38305.992525236,"Unclassified"
"Ga0164295_126658101_GEODES006","Ga0164295_12665810","NO CLASSIFICATION MH","aspartate kinase",5,45425.7745843917,"Unclassified"
"Ga0164295_126658451_GEODES006","Ga0164295_12665845","NO CLASSIFICATION MH","fructose-1,6-bisphosphatase I",1,25015.9843708334,"Unclassified"
"Ga0164295_126659961_GEODES006","Ga0164295_12665996","None","hypothetical protein",6,15609.2001812375,"Unclassified"
"Ga0164295_126718061_GEODES006","Ga0164295_12671806","NO CLASSIFICATION MH","Interleukin-like EMT inducer",1,14895.4643342788,"Unclassified"
"Ga0164295_126732211_GEODES006","Ga0164295_12673221","None","hypothetical protein",12,26575.5329092033,"Unclassified"
"Ga0164295_126738731_GEODES006","Ga0164295_12673873","NO CLASSIFICATION MH","3-hydroxyisobutyrate dehydrogenase",1,15072.856497925,"Unclassified"
"Ga0164295_126750301_GEODES006","Ga0164295_12675030","None","hypothetical protein",1,20404.0033603574,"Unclassified"
"Ga0164295_126770131_GEODES006","Ga0164295_12677013","NO CLASSIFICATION MH","Ribosomal protein S1",11,68150.2442100999,"Unclassified"
"Ga0164295_126786231_GEODES006","Ga0164295_12678623","NO CLASSIFICATION MH","hypothetical protein",25,17733.9662895915,"Unclassified"
"Ga0164295_126804091_GEODES006","Ga0164295_12680409","None","hypothetical protein",2,393089.428965621,"Unclassified"
"Ga0164295_126879171_GEODES006","Ga0164295_12687917","None","hypothetical protein",21,16331.1174793817,"Unclassified"
"Ga0164295_126900451_GEODES006","Ga0164295_12690045","NO CLASSIFICATION MH","serralysin",9,114861.873985394,"Unclassified"
"Ga0164295_126911981_GEODES006","Ga0164295_12691198","NO CLASSIFICATION MH","glycine hydroxymethyltransferase",7,14414.851768147,"Unclassified"
"Ga0164295_126923101_GEODES006","Ga0164295_12692310","None","Protein kinase domain-containing protein",6,42634.7548112774,"Unclassified"
"Ga0164295_126924351_GEODES006","Ga0164295_12692435","None","gag-polyprotein putative aspartyl protease",7,16929.9601665763,"Unclassified"
"Ga0164295_126937021_GEODES006","Ga0164295_12693702","NO CLASSIFICATION MH","prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit",2,58487.8963145572,"Unclassified"
"Ga0164295_126959891_GEODES006","Ga0164295_12695989","None","hypothetical protein",3,82578.394644708,"Unclassified"
"Ga0164295_126990601_GEODES006","Ga0164295_12699060","NO CLASSIFICATION MH","transketolase",14,63279.8756716178,"Unclassified"
"Ga0164295_126992461_GEODES006","Ga0164295_12699246","None","hypothetical protein",1,22661.2205230116,"Unclassified"
"Ga0164295_126994321_GEODES006","Ga0164295_12699432","None","hypothetical protein",24,15825.806036095,"Unclassified"
"Ga0164295_127014251_GEODES006","Ga0164295_12701425","NO CLASSIFICATION MH","large subunit ribosomal protein L13Ae",8,23405.3587891913,"Unclassified"
"Ga0164295_127022161_GEODES006","Ga0164295_12702216","NO CLASSIFICATION MH","WD40 repeat",9,94308.7670989967,"Unclassified"
"Ga0164295_127034311_GEODES006","Ga0164295_12703431","None","IPT/TIG domain-containing protein",5,14992.4726101843,"Unclassified"
"Ga0164295_127048841_GEODES006","Ga0164295_12704884","None","hypothetical protein",31,13936.554248065,"Unclassified"
"Ga0164295_127064781_GEODES006","Ga0164295_12706478","None","hypothetical protein",11,16579.4280565137,"Unclassified"
"Ga0164295_127069011_GEODES006","Ga0164295_12706901","None","hypothetical protein",27,31605.2362838889,"Unclassified"
"Ga0164295_127092751_GEODES006","Ga0164295_12709275","None","hypothetical protein",10,148991.429399118,"Unclassified"
"Ga0164295_127093411_GEODES006","Ga0164295_12709341","NO CLASSIFICATION MH","F-type H+-transporting ATPase subunit b",27,18732.6240725704,"Unclassified"
"Ga0164295_127104131_GEODES006","Ga0164295_12710413","None","hypothetical protein",9,118963.89310048,"Unclassified"
"Ga0164295_127114591_GEODES006","Ga0164295_12711459","NO CLASSIFICATION MH","Non-ribosomal peptide synthetase component F",3,13446.9033586842,"Unclassified"
"Ga0164295_127132411_GEODES006","Ga0164295_12713241","NO CLASSIFICATION MH","NAD-reducing hydrogenase large subunit",11,69652.7519627012,"Unclassified"
"Ga0164295_127156431_GEODES006","Ga0164295_12715643","None","hypothetical protein",18,32409.1599416169,"Unclassified"
"Ga0164295_127172971_GEODES006","Ga0164295_12717297","None","hypothetical protein",11,18268.0738782454,"Unclassified"
"Ga0164295_127179871_GEODES006","Ga0164295_12717987","None","hypothetical protein",9,190605.876681522,"Unclassified"
"Ga0164295_127265791_GEODES006","Ga0164295_12726579","None","hypothetical protein",7,55414.3425878422,"Unclassified"
"Ga0164295_127266321_GEODES006","Ga0164295_12726632","None","hypothetical protein",10,131677.280266612,"Unclassified"
"Ga0164295_127274611_GEODES006","Ga0164295_12727461","NO CLASSIFICATION MH","hypothetical protein",20,18467.6498999776,"Unclassified"
